Start_idx,HR,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_TINN,HRV_HTI,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S
2640.0,81.33333333333333,734.7107438016529,45.57181841455106,50.10405838519138,50.312399416187716,0.0620268844562506,0.06819562502371379,750.0,37.065,0.04942,75.0,775.0,23.140495867768596,74.3801652892562,625.0,825.0,125.0,4.653846153846154,,,0.048176972804658436,0.013641898751320306,0.009098557198843026,0.07091742875482177,3.531544521982009,0.6793389671700812,0.19236313260148727,-4.294609431612637,35.576238804952425,53.77552159383556,0.6615693860425638,6010.277660614464
5480.0,79.33333333333333,752.3305084745763,67.54132069665684,54.93780477196366,55.14028407962697,0.0897761288899522,0.07302349719055716,750.0,37.065,0.04942,75.0,800.0,31.35593220338983,83.89830508474576,575.0,900.0,179.6875,4.068965517241379,,,0.06663489774842525,0.021538380557824175,0.005142222554143382,0.09331550086039281,3.093774741769943,0.714081767059432,0.23081246265877364,-3.8379187930967986,38.99006878925685,86.22310487180428,0.4521997769301735,10561.546895322763
7280.0,79.33333333333333,754.8728813559322,50.13427212196741,49.678453256404005,49.890278964550056,0.06641419152839916,0.06581035626444763,750.0,37.065,0.04942,50.0,790.0000000000002,23.728813559322035,81.35593220338984,650.0,900.0,101.5625,3.6875,,,0.03634725011394499,0.010792493515845736,0.008019915804834944,0.05515965943462567,3.3678269123422955,0.6589462387276549,0.19565917604398597,-4.5289044313366995,35.2777545711219,61.638626621439165,0.5723319370462999,6831.306335225232
9080.0,79.33333333333333,752.3305084745763,45.40737827103263,47.535411901185675,47.73938391824517,0.060355625299711065,0.06318421407310515,750.0,37.065,0.04942,50.0,775.0,16.94915254237288,85.59322033898306,650.0,900.0,101.5625,4.068965517241379,,,0.059315727730728844,0.03405948536134631,0.011545340172121695,0.10492055326419684,1.7415332939247972,0.5653394486146861,0.32462167136673675,-3.3796467136284454,33.75684209825916,54.675229403139085,0.617406501385819,5798.3215908731945
11120.0,79.33333333333333,748.3050847457627,75.01629549177296,74.78601953539658,75.08284549084865,0.10024827710112356,0.09994054705749486,750.0,74.13,0.09884,75.0,800.0,22.88135593220339,77.96610169491525,600.0,1125.0,156.25,5.363636363636363,,,0.041368344258848555,0.021208795062665275,0.009466809600151031,0.07204394892166487,1.9505277945596717,0.5742098382728764,0.29438690382902405,-3.8533393218889116,53.09158919736087,91.16518441162923,0.5823669368960153,15205.636802273906
