timestamp	ppg	hrm	accx	accy	accz	grax	gray	graz	gyrx	gyry	grz	pressure	stress
1549066937018	2738926.00	0.00	-6.31	7.08	2.51	-6.31	7.08	2.51	-1.19	-0.35	-1.26	1006.19	12.00
1549066937029	2755956.00	0.00	-6.28	7.06	2.46	-6.31	7.07	2.51	-1.19	-0.35	-1.26	1006.19	15.00
1549066937082	2770916.00	0.00	-6.33	7.11	2.45	-6.32	7.07	2.50	0.07	-0.98	-2.03	1006.19	13.00
1549066937133	2770165.00	0.00	-6.37	7.07	2.44	-6.33	7.06	2.50	-1.05	-0.77	-1.75	1006.18	35.00
1549066937182	2756019.00	0.00	-6.31	7.08	2.50	-6.33	7.05	2.51	-1.54	-0.70	-1.40	1006.18	32.00
1549066937233	2741841.00	0.00	-6.34	7.07	2.47	-6.34	7.05	2.51	-0.91	-0.49	-1.40	1006.18	0.00
1549066937285	2736466.00	0.00	-6.31	7.06	2.46	-6.35	7.04	2.51	-1.26	-0.49	-1.54	1006.18	36.00
1549066937335	2741108.00	0.00	-6.34	7.07	2.46	-6.35	7.04	2.51	-0.91	-0.70	-1.61	1006.18	21.00
1549066937388	2751440.00	0.00	-6.29	7.07	2.44	-6.35	7.04	2.51	-0.77	-0.56	-1.47	1006.18	1.00
1549066937437	2762251.00	0.00	-6.30	7.06	2.53	-6.35	7.03	2.51	-1.26	-0.56	-1.47	1006.18	15.00
1549066937489	2771161.00	0.00	-6.31	7.09	2.46	-6.36	7.03	2.51	-1.05	-0.49	-1.47	1006.17	10.00
1549066937539	2780019.00	0.00	-6.33	7.05	2.49	-6.36	7.03	2.52	-1.12	-0.56	-1.54	1006.17	16.00
1549066937591	2802757.00	0.00	-6.31	7.04	2.42	-6.36	7.03	2.51	-1.12	-0.49	-1.54	1006.17	27.00
1549066937642	2815974.00	0.00	-6.31	7.08	2.48	-6.36	7.03	2.51	-0.98	-0.49	-1.47	1006.17	36.00
1549066937696	2829592.00	0.00	-6.34	7.08	2.50	-6.37	7.02	2.52	-1.19	-0.49	-1.40	1006.17	16.00
1549066937744	2842624.00	0.00	-6.31	7.09	2.45	-6.37	7.02	2.51	-1.26	-0.28	-1.19	1006.17	21.00
1549066937795	2852267.00	0.00	-6.29	7.06	2.50	-6.37	7.02	2.51	-0.21	-0.56	-1.75	1006.17	-5.00
1549066937845	2846444.00	0.00	-6.35	7.09	2.43	-6.37	7.02	2.51	-0.63	-0.42	-1.54	1006.17	28.00
1549066937897	2832036.00	0.00	-6.31	7.06	2.49	-6.37	7.02	2.51	-1.47	-0.49	-1.33	1006.17	14.00
1549066937947	2820450.00	0.00	-6.30	7.04	2.51	-6.37	7.02	2.52	-1.26	-0.42	-1.33	1006.17	26.00
1549066938001	2816445.00	0.00	-6.29	7.03	2.45	-6.37	7.02	2.52	-1.40	-0.28	-1.26	1006.17	10.00
1549066938053	2819460.00	0.00	-6.28	7.10	2.45	-6.37	7.02	2.51	-1.40	-0.42	-1.54	1006.16	14.00
1549066938101	2827083.00	0.00	-6.33	7.08	2.47	-6.37	7.02	2.51	-0.98	-0.42	-1.40	1006.16	21.00
1549066938152	2834484.00	0.00	-6.33	7.04	2.50	-6.37	7.01	2.52	-1.40	-0.42	-1.26	1006.16	19.00
1549066938205	2840599.00	0.00	-6.31	7.03	2.46	-6.38	7.01	2.52	-1.19	-0.42	-1.33	1006.16	27.00
1549066938254	2847777.00	0.00	-6.36	7.10	2.47	-6.38	7.01	2.52	-1.19	-0.28	-1.40	1006.16	37.00
1549066938306	2856361.00	0.00	-6.32	7.05	2.52	-6.38	7.01	2.52	-1.47	-0.28	-1.12	1006.16	9.00
1549066938356	2865676.00	0.00	-6.31	7.07	2.45	-6.38	7.01	2.52	-1.12	0.42	-0.77	1006.16	-7.00
1549066938408	2874690.00	0.00	-6.30	7.08	2.45	-6.38	7.01	2.51	-1.47	0.28	-0.91	1006.16	68.00
1549066938459	2883153.00	0.00	-6.31	7.04	2.45	-6.38	7.01	2.51	-1.96	0.21	-0.84	1006.16	47.00
1549066938510	2890611.00	0.00	-6.29	7.04	2.49	-6.38	7.01	2.51	-1.12	0.14	-1.19	1006.17	43.00
1549066938561	2895861.00	0.00	-6.31	7.08	2.41	-6.38	7.01	2.50	-0.42	0.21	-1.05	1006.17	32.00
1549066938616	2886275.00	0.00	-6.29	7.04	2.49	-6.38	7.01	2.51	-1.68	0.21	-0.91	1006.17	3.00
1549066938663	2866265.00	0.00	-6.29	7.06	2.46	-6.38	7.01	2.51	-1.82	0.35	-0.70	1006.17	23.00
1549066938716	2848892.00	0.00	-6.32	7.06	2.48	-6.39	7.01	2.51	-1.40	0.28	-0.77	1006.17	25.00
1549066938765	2838655.00	0.00	-6.29	7.05	2.49	-6.39	7.01	2.51	-1.82	0.35	-0.84	1006.17	61.00
1549066938821	2835931.00	0.00	-6.29	7.08	2.44	-6.38	7.01	2.51	-1.12	0.21	-0.91	1006.17	42.00
1549066938867	2836190.00	0.00	-6.28	7.09	2.46	-6.38	7.01	2.51	-1.40	0.21	-0.91	1006.17	91.00
1549066938921	2836181.00	0.00	-6.28	7.07	2.47	-6.38	7.01	2.51	-1.82	0.14	-0.91	1006.17	24.00
1549066938969	2835728.00	0.00	-6.28	7.07	2.45	-6.38	7.01	2.51	-1.47	0.21	-0.98	1006.17	7.00
1549066939025	2836404.00	0.00	-6.30	7.06	2.47	-6.38	7.01	2.51	-1.40	0.14	-1.05	1006.17	24.00
1549066939071	2838628.00	0.00	-6.29	7.08	2.45	-6.38	7.01	2.51	-1.40	0.07	-1.19	1006.17	10.00
1549066939125	2842625.00	0.00	-6.30	7.05	2.45	-6.38	7.01	2.50	-1.40	-0.07	-1.12	1006.17	6.00
1549066939173	2847615.00	0.00	-6.25	7.06	2.49	-6.38	7.01	2.51	-1.75	-0.07	-1.12	1006.17	6.00
1549066939228	2852727.00	0.00	-6.32	7.04	2.51	-6.38	7.01	2.51	-1.33	0.21	-0.91	1006.17	3.00
1549066939276	2858040.00	0.00	-6.29	7.13	2.42	-6.38	7.02	2.50	0.14	0.21	-1.26	1006.17	40.00
1549066939329	2863315.00	0.00	-6.30	7.07	2.47	-6.38	7.02	2.50	-1.40	-0.28	-1.40	1006.17	87.00
1549066939378	2854210.00	0.00	-6.29	7.08	2.44	-6.37	7.02	2.50	-1.26	-0.21	-1.19	1006.18	32.00
1549066939431	2835877.00	0.00	-6.31	7.11	2.42	-6.37	7.02	2.50	-0.98	-0.21	-1.19	1006.18	44.00
1549066939480	2820563.00	0.00	-6.28	7.06	2.44	-6.37	7.02	2.50	-1.26	-0.07	-1.19	1006.18	49.00
1549066939535	2813356.00	0.00	-6.26	7.08	2.43	-6.37	7.03	2.49	-0.70	-0.28	-1.26	1006.18	8.00
1549066939583	2815281.00	0.00	-6.30	7.05	2.44	-6.37	7.03	2.49	-0.70	-0.49	-1.33	1006.18	2.00
1549066939638	2817193.00	0.00	-6.30	7.09	2.45	-6.37	7.03	2.49	-0.84	-0.63	-1.47	1006.18	34.00
1549066939685	2819394.00	0.00	-6.30	7.09	2.46	-6.37	7.03	2.49	-0.77	-0.70	-1.54	1006.17	24.00
1549066939738	2823181.00	0.00	-6.28	7.08	2.45	-6.36	7.03	2.50	-1.05	-0.77	-1.68	1006.17	1.00
1549066939786	2828877.00	0.00	-6.31	7.08	2.42	-6.37	7.03	2.49	-0.98	-0.77	-1.61	1006.17	37.00
1549066939840	2836833.00	0.00	-6.27	7.09	2.45	-6.36	7.03	2.49	-0.70	-0.98	-1.75	1006.17	41.00
1549066939888	2847049.00	0.00	-6.30	7.08	2.41	-6.36	7.03	2.49	-0.91	-1.05	-1.89	1006.17	64.00
1549066939942	2858252.00	0.00	-6.33	7.10	2.45	-6.36	7.03	2.49	-1.40	-0.91	-1.68	1006.17	37.00
1549066939991	2869403.00	0.00	-6.29	7.09	2.50	-6.36	7.03	2.50	-0.35	-0.98	-1.96	1006.18	21.00
1549066940045	2871943.00	0.00	-6.32	7.09	2.40	-6.36	7.04	2.49	0.07	-0.98	-1.96	1006.18	26.00
1549066940093	2856921.00	0.00	-6.32	7.07	2.43	-6.37	7.03	2.49	-1.33	-0.70	-1.61	1006.18	9.00
1549066940147	2835864.00	0.00	-6.30	7.08	2.48	-6.37	7.03	2.49	-1.54	-0.77	-1.54	1006.18	16.00
1549066940195	2820102.00	0.00	-6.31	7.07	2.48	-6.37	7.03	2.50	-1.05	-0.35	-1.26	1006.18	1.00
1549066940248	2813559.00	0.00	-6.32	7.05	2.46	-6.37	7.02	2.50	-1.26	-0.63	-1.54	1006.18	31.00
1549066940300	2813848.00	0.00	-6.30	7.07	2.43	-6.37	7.03	2.50	-0.70	-0.70	-1.68	1006.18	5.00
1549066940350	2816741.00	0.00	-6.30	7.09	2.44	-6.37	7.03	2.50	-0.91	-0.49	-1.47	1006.18	21.00
1549066940400	2818450.00	0.00	-6.30	7.09	2.50	-6.37	7.03	2.50	-1.33	-0.56	-1.40	1006.18	30.00
1549066940455	2819894.00	0.00	-6.32	7.06	2.46	-6.37	7.02	2.50	-1.19	-0.56	-1.47	1006.18	20.00
1549066940502	2822980.00	0.00	-6.31	7.07	2.43	-6.37	7.02	2.50	-1.12	-0.56	-1.61	1006.18	34.00
1549066940555	2828481.00	0.00	-6.33	7.10	2.50	-6.37	7.02	2.50	-1.12	-0.49	-1.47	1006.18	12.00
1549066940604	2836117.00	0.00	-6.31	7.03	2.46	-6.37	7.02	2.50	-0.98	-0.49	-1.47	1006.18	42.00
1549066940657	2844720.00	0.00	-6.30	7.06	2.52	-6.37	7.02	2.51	-1.19	-0.49	-1.40	1006.18	86.00
1549066940705	2853461.00	0.00	-6.31	7.05	2.47	-6.37	7.02	2.51	-1.26	-0.28	-1.19	1006.18	1.00
1549066940759	2862201.00	0.00	-6.29	7.09	2.51	-6.37	7.02	2.51	-0.28	-0.56	-1.68	1006.18	94.00
1549066940808	2857927.00	0.00	-6.34	7.08	2.49	-6.37	7.02	2.52	-0.63	-0.56	-1.54	1006.18	58.00
1549066940862	2834049.00	0.00	-6.30	7.04	2.49	-6.37	7.02	2.52	-1.40	-0.42	-1.33	1006.18	75.00
1549066940910	2805195.00	0.00	-6.32	7.07	2.50	-6.37	7.01	2.52	-1.26	-0.35	-1.33	1006.18	82.00
1549066940966	2783487.00	0.00	-6.31	7.06	2.55	-6.37	7.01	2.53	-1.26	-0.21	-1.19	1006.18	104.00
1549066941013	2772707.00	0.00	-6.35	7.03	2.47	-6.38	7.01	2.53	-1.19	-0.42	-1.40	1006.18	62.00
1549066941068	2770535.00	0.00	-6.35	7.01	2.48	-6.38	7.00	2.53	-0.77	-0.35	-1.33	1006.18	15.00
1549066941115	2771695.00	0.00	-6.27	7.05	2.43	-6.38	7.01	2.52	-1.40	-0.35	-1.40	1006.18	30.00
1549066941168	2772219.00	0.00	-6.32	7.06	2.51	-6.38	7.00	2.53	-1.47	-0.35	-1.40	1006.18	61.00
1549066941217	2773048.00	0.00	-6.30	7.08	2.47	-6.38	7.00	2.53	-1.19	-0.42	-1.61	1006.18	82.00
1549066941270	2775576.00	0.00	-6.33	7.06	2.44	-6.38	7.00	2.52	-0.98	-0.56	-1.82	1006.18	114.00
1549066941319	2781699.00	0.00	-6.34	7.03	2.48	-6.39	7.00	2.52	-1.54	-0.49	-1.47	1006.18	73.00
1549066941373	2789323.00	0.00	-6.28	7.05	2.52	-6.38	7.00	2.53	-0.91	-0.42	-1.40	1006.18	54.00
1549066941421	2797178.00	0.00	-6.33	7.06	2.48	-6.38	7.00	2.53	-0.84	-0.42	-1.26	1006.18	17.00
1549066941476	2805500.00	0.00	-6.32	7.07	2.44	-6.38	7.01	2.52	-0.84	-0.07	-1.12	1006.18	30.00
1549066941522	2814063.00	0.00	-6.31	7.06	2.49	-6.38	7.01	2.52	-0.21	0.07	-1.12	1006.18	11.00
1549066941577	2797725.00	0.00	-6.33	7.08	2.48	-6.38	7.01	2.52	-1.12	0.28	-0.98	1006.18	23.00
1549066941625	2767329.00	0.00	-6.33	7.06	2.51	-6.38	7.00	2.52	-1.75	0.14	-0.91	1006.18	7.00
1549066941679	2741531.00	0.00	-6.32	7.05	2.49	-6.39	7.00	2.52	-1.54	0.21	-0.98	1006.18	60.00
1549066941728	2727249.00	0.00	-6.29	7.00	2.45	-6.39	7.00	2.52	-1.61	0.56	-0.63	1006.18	45.00
1549066941781	2722914.00	0.00	-6.33	7.07	2.47	-6.39	7.00	2.52	-1.26	0.42	-0.70	1006.18	31.00
1549066941832	2722859.00	0.00	-6.29	7.06	2.41	-6.39	7.01	2.51	-0.70	0.42	-0.77	1006.18	57.00
1549066941885	2722764.00	0.00	-6.28	7.07	2.39	-6.39	7.01	2.50	-1.61	0.35	-0.77	1006.18	14.00
1549066941931	2721757.00	0.00	-6.34	7.07	2.44	-6.39	7.01	2.50	-1.82	0.21	-0.98	1006.19	24.00
1549066941986	2722009.00	0.00	-6.28	7.09	2.48	-6.39	7.01	2.50	-1.47	0.14	-1.05	1006.19	46.00
1549066942034	2724580.00	0.00	-6.31	7.08	2.48	-6.38	7.01	2.50	-1.75	0.28	-0.63	1006.19	13.00
1549066942087	2728840.00	0.00	-6.31	7.08	2.47	-6.38	7.01	2.50	-1.19	0.21	-0.84	1006.19	27.00
1549066942136	2735240.00	0.00	-6.29	7.09	2.44	-6.38	7.01	2.50	-1.19	0.21	-0.98	1006.19	59.00
1549066942189	2742920.00	0.00	-6.31	7.06	2.45	-6.38	7.01	2.50	-1.68	0.21	-0.84	1006.19	3.00
1549066942238	2751546.00	0.00	-6.26	7.06	2.47	-6.38	7.02	2.50	-0.63	0.35	-0.91	1006.19	39.00
1549066942292	2759469.00	0.00	-6.31	7.08	2.39	-6.38	7.02	2.49	0.28	0.07	-1.19	1006.19	116.00
1549066942340	2749600.00	0.00	-6.27	7.07	2.43	-6.38	7.02	2.49	-1.19	-0.07	-1.19	1006.19	30.00
1549066942396	2726198.00	0.00	-6.25	7.06	2.44	-6.37	7.03	2.49	-1.19	0.07	-0.91	1006.19	46.00
1549066942442	2706693.00	0.00	-6.31	7.14	2.45	-6.37	7.03	2.48	-0.91	0.14	-0.84	1006.19	28.00
1549066942496	2698922.00	0.00	-6.29	7.07	2.42	-6.37	7.03	2.48	-0.91	0.21	-1.05	1006.19	46.00
1549066942544	2701606.00	0.00	-6.27	7.12	2.44	-6.37	7.04	2.48	-0.56	0.21	-1.05	1006.19	12.00
1549066942600	2708319.00	0.00	-6.28	7.09	2.40	-6.36	7.04	2.47	-0.77	-0.07	-1.05	1006.19	86.00
1549066942645	2713895.00	82.00	-6.26	7.09	2.42	-6.36	7.04	2.47	-1.05	-0.21	-0.98	1006.19	97.00
1549066942699	2717925.00	83.00	-6.28	7.09	2.47	-6.36	7.04	2.47	-0.84	-0.28	-1.26	1006.19	71.00
1549066942747	2722608.00	82.00	-6.27	7.11	2.38	-6.36	7.05	2.47	-0.70	-0.28	-1.26	1006.19	75.00
1549066942802	2729811.00	82.00	-6.26	7.05	2.45	-6.36	7.05	2.47	-0.56	-0.35	-1.33	1006.19	44.00
1549066942850	2739929.00	82.00	-6.30	7.14	2.36	-6.35	7.05	2.46	-0.56	-0.56	-1.33	1006.19	20.00
1549066942906	2751844.00	82.00	-6.25	7.09	2.40	-6.35	7.05	2.46	-0.98	-0.77	-1.47	1006.19	4.00
1549066942952	2763829.00	82.00	-6.24	7.08	2.42	-6.35	7.06	2.46	-0.84	-0.70	-1.54	1006.19	8.00
1549066943006	2776328.00	82.00	-6.28	7.12	2.39	-6.34	7.06	2.46	0.70	-1.05	-1.96	1006.19	38.00
1549066943054	2782845.00	83.00	-6.27	7.09	2.47	-6.34	7.06	2.47	-1.26	-1.19	-2.03	1006.19	40.00
1549066943108	2772264.00	82.00	-6.28	7.07	2.38	-6.35	7.06	2.46	-1.40	-1.12	-1.75	1006.19	41.00
1549066943155	2756245.00	82.00	-6.30	7.11	2.42	-6.35	7.06	2.47	-0.84	-1.12	-1.96	1006.19	45.00
1549066943211	2748265.00	82.00	-6.30	7.10	2.36	-6.35	7.06	2.46	-1.05	-0.84	-1.68	1006.19	32.00
1549066943259	2752735.00	82.00	-6.29	7.07	2.43	-6.35	7.05	2.46	-1.12	-1.05	-1.75	1006.19	115.00
1549066943315	2764273.00	82.00	-6.28	7.06	2.37	-6.35	7.05	2.46	-1.05	-1.05	-1.75	1006.19	39.00
1549066943360	2776120.00	82.00	-6.28	7.07	2.41	-6.36	7.05	2.47	-1.61	-1.12	-1.68	1006.19	46.00
1549066943416	2786560.00	82.00	-6.31	7.07	2.42	-6.36	7.05	2.47	-1.47	-1.12	-1.68	1006.19	38.00
1549066943462	2795885.00	83.00	-6.28	7.08	2.48	-6.36	7.04	2.48	-1.26	-1.05	-1.75	1006.19	4.00
1549066943517	2805861.00	82.00	-6.34	7.05	2.43	-6.36	7.04	2.48	-1.05	-0.91	-1.61	1006.19	23.00
1549066943565	2830009.00	82.00	-6.29	7.08	2.46	-6.36	7.04	2.48	-0.77	-0.70	-1.47	1006.19	4.00
1549066943624	2843791.00	82.00	-6.30	7.09	2.49	-6.36	7.04	2.49	-1.12	-0.56	-1.26	1006.19	48.00
1549066943667	2856782.00	82.00	-6.29	7.04	2.43	-6.36	7.04	2.49	-1.33	-0.35	-0.98	1006.19	37.00
1549066943721	2867860.00	82.00	-6.33	7.08	2.48	-6.36	7.04	2.49	-0.14	-0.63	-1.61	1006.19	43.00
1549066943769	2861987.00	83.00	-6.30	7.11	2.40	-6.36	7.04	2.48	-0.49	-0.63	-1.61	1006.19	61.00
1549066943825	2844826.00	83.00	-6.31	7.11	2.41	-6.36	7.04	2.48	-1.54	-0.56	-1.40	1006.18	36.00
1549066943871	2829467.00	82.00	-6.27	7.04	2.41	-6.36	7.04	2.48	-1.61	-0.63	-1.54	1006.18	25.00
1549066943925	2822185.00	82.00	-6.33	7.09	2.44	-6.37	7.03	2.48	-1.26	-0.42	-1.40	1006.18	10.00
1549066943974	2823532.00	82.00	-6.31	7.07	2.51	-6.37	7.03	2.49	-1.33	-0.56	-1.54	1006.18	57.00
1549066944030	2829506.00	82.00	-6.31	7.08	2.45	-6.37	7.03	2.49	-0.63	-0.49	-1.33	1006.18	62.00
1549066944075	2835635.00	82.00	-6.27	7.14	2.45	-6.36	7.04	2.49	-0.77	-0.56	-1.26	1006.18	29.00
1549066944130	2840388.00	82.00	-6.31	7.03	2.47	-6.36	7.03	2.49	-1.33	-0.35	-1.12	1006.18	7.00
1549066944179	2845811.00	82.00	-6.29	7.11	2.40	-6.36	7.04	2.48	-0.14	-0.14	-0.91	1006.18	8.00
1549066944232	2852613.00	82.00	-6.28	7.09	2.44	-6.36	7.04	2.49	-1.96	-0.14	-0.98	1006.18	61.00
1549066944280	2861995.00	82.00	-6.30	7.08	2.47	-6.36	7.03	2.49	-2.24	-0.56	-1.26	1006.19	11.00
1549066944336	2873097.00	82.00	-6.31	7.11	2.47	-6.37	7.03	2.50	-2.59	-0.77	-1.40	1006.19	15.00
1549066944383	2884330.00	82.00	-6.29	7.01	2.51	-6.37	7.02	2.51	-2.87	-0.35	-0.84	1006.19	17.00
1549066944437	2894598.00	82.00	-6.23	7.00	2.45	-6.37	7.02	2.52	-1.26	-0.70	-1.26	1006.19	49.00
1549066944485	2900635.00	82.00	-6.33	7.09	2.40	-6.37	7.02	2.51	-1.75	-1.26	-2.24	1006.19	0.00
1549066944539	2890496.00	83.00	-6.34	7.29	2.52	-6.37	7.02	2.52	-3.64	-0.42	-1.26	1006.19	4.00
1549066944587	2870037.00	83.00	-6.27	7.32	2.60	-6.36	7.02	2.54	-4.97	0.35	-0.35	1006.19	9.00
1549066944640	2851815.00	82.00	-6.28	6.96	2.59	-6.37	7.01	2.56	-4.06	0.84	0.14	1006.19	50.00
1549066944689	2839674.00	82.00	-6.12	6.66	2.40	-6.38	7.00	2.55	-0.91	0.98	0.21	1006.19	21.00
1549066944746	2833539.00	82.00	-6.36	7.04	2.63	-6.39	6.98	2.57	-4.48	0.14	-2.31	1006.19	13.00
1549066944791	2833406.00	82.00	-6.29	7.14	2.50	-6.38	6.99	2.57	-2.24	-0.07	-0.77	1006.19	23.00
1549066944845	2831149.00	82.00	-6.25	7.18	2.56	-6.37	6.99	2.57	-3.22	1.40	0.91	1006.19	52.00
1549066944893	2829530.00	83.00	-6.21	7.02	2.59	-6.37	7.00	2.58	-1.12	1.12	0.56	1006.19	10.00
1549066944947	2829883.00	83.00	-6.15	7.00	2.51	-6.35	7.01	2.57	1.05	0.91	-0.35	1006.19	46.00
1549066944995	2833696.00	82.00	-6.23	7.13	2.54	-6.35	7.02	2.56	0.14	0.84	-1.54	1006.19	72.00
1549066945049	2841162.00	82.00	-6.30	7.12	2.58	-6.35	7.02	2.57	-1.61	0.63	-1.61	1006.19	17.00
1549066945097	2849849.00	82.00	-6.31	7.08	2.55	-6.35	7.02	2.57	-0.77	0.84	-0.84	1006.19	38.00
1549066945151	2857840.00	82.00	-6.31	7.11	2.50	-6.35	7.02	2.55	1.26	0.70	-1.05	1006.19	18.00
1549066945200	2867061.00	82.00	-6.33	7.12	2.45	-6.35	7.03	2.54	0.91	-0.42	-1.33	1006.19	34.00
1549066945255	2864330.00	83.00	-6.25	7.10	2.39	-6.34	7.04	2.53	-0.77	-0.28	-0.56	1006.19	14.00
1549066945301	2845354.00	83.00	-6.17	7.14	2.41	-6.33	7.05	2.52	-1.12	0.42	-0.49	1006.19	30.00
1549066945355	2824902.00	82.00	-6.21	7.18	2.42	-6.33	7.06	2.51	-1.40	0.98	-0.63	1006.19	7.00
1549066945403	2813597.00	82.00	-6.26	7.12	2.46	-6.33	7.05	2.51	-1.89	0.70	-1.05	1006.19	3.00
1549066945457	2811773.00	82.00	-6.30	7.11	2.43	-6.34	7.05	2.50	-0.91	-0.07	-1.40	1006.19	49.00
1549066945509	2815551.00	82.00	-6.25	7.06	2.43	-6.34	7.05	2.50	-1.19	-0.14	-1.19	1006.19	5.00
1549066945560	2819206.00	82.00	-6.30	7.07	2.41	-6.34	7.05	2.50	-1.26	-0.28	-1.26	1006.19	17.00
1549066945608	2820278.00	82.00	-6.23	7.20	2.41	-6.34	7.06	2.49	-1.12	0.42	-0.70	1006.19	41.00
1549066945662	2821751.00	82.00	-6.16	7.15	2.47	-6.33	7.06	2.49	-1.54	1.54	-0.42	1006.19	10.00
1549066945710	2824195.00	82.00	-6.21	7.04	2.52	-6.33	7.06	2.50	-0.77	0.77	-0.49	1006.19	9.00
1549066945766	2829108.00	82.00	-6.24	7.08	2.40	-6.33	7.07	2.49	0.14	-0.91	-1.89	1006.19	2.00
1549066945812	2838791.00	82.00	-6.38	7.16	2.32	-6.33	7.07	2.47	0.77	-0.42	-1.75	1006.19	63.00
1549066945866	2847112.00	82.00	-6.29	7.18	2.37	-6.33	7.08	2.45	1.33	-0.56	-1.26	1006.19	18.00
1549066945914	2836110.00	82.00	-6.17	7.14	2.45	-6.32	7.09	2.46	-1.33	-0.98	-0.91	1006.19	16.00
1549066945969	2813344.00	82.00	-6.16	7.14	2.49	-6.30	7.09	2.47	-1.19	-1.68	-1.12	1006.19	75.00
1549066946017	2795035.00	82.00	-6.14	7.10	2.47	-6.30	7.10	2.49	-0.98	-2.66	-2.31	1006.19	21.00
1549066946070	2789216.00	82.00	-6.29	7.15	2.45	-6.29	7.10	2.49	-0.56	-2.80	-2.38	1006.19	18.00
1549066946118	2793878.00	82.00	-6.33	7.11	2.46	-6.29	7.10	2.49	0.91	-2.17	-1.54	1006.19	27.00
1549066946175	2800797.00	82.00	-6.30	7.16	2.38	-6.29	7.10	2.48	0.70	-1.19	-0.98	1006.19	28.00
1549066946220	2805289.00	82.00	-6.26	7.16	2.45	-6.29	7.10	2.48	-1.33	-0.84	-0.77	1006.19	2.00
1549066946275	2807966.00	82.00	-6.21	7.09	2.45	-6.29	7.10	2.49	-1.40	-1.05	-0.98	1006.19	52.00
1549066946322	2810965.00	82.00	-6.23	7.10	2.50	-6.29	7.10	2.50	-1.33	-1.40	-1.47	1006.19	36.00
1549066946377	2815797.00	83.00	-6.25	7.14	2.46	-6.29	7.10	2.50	-0.49	-1.33	-1.26	1006.19	13.00
1549066946425	2822270.00	83.00	-6.23	7.19	2.45	-6.27	7.11	2.49	0.21	-0.84	0.28	1006.19	26.00
1549066946479	2829335.00	82.00	-6.15	7.16	2.40	-6.26	7.13	2.49	-0.14	-0.63	0.56	1006.19	10.00
1549066946527	2832702.00	82.00	-6.17	7.18	2.44	-6.25	7.14	2.48	1.33	-0.91	0.28	1006.19	20.00
1549066946581	2817757.00	82.00	-6.17	7.17	2.40	-6.23	7.16	2.47	1.68	-0.84	1.26	1006.19	26.00
1549066946629	2790529.00	82.00	-6.09	7.27	2.42	-6.20	7.18	2.46	0.70	-0.63	1.89	1006.19	14.00
1549066946683	2766962.00	82.00	-6.15	7.21	2.39	-6.18	7.21	2.45	1.54	-0.63	3.36	1006.19	55.00
1549066946731	2754353.00	83.00	-6.13	7.33	2.31	-6.15	7.24	2.43	1.05	-0.21	4.83	1006.19	44.00
1549066946785	2753199.00	83.00	-6.01	7.33	2.36	-6.11	7.27	2.42	0.77	-0.14	5.88	1006.19	6.00
1549066946837	2755977.00	82.00	-5.96	7.32	2.38	-6.08	7.31	2.42	0.21	-0.63	5.39	1006.19	29.00
1549066946888	2755992.00	82.00	-5.92	7.36	2.29	-6.05	7.33	2.41	-0.21	-0.28	3.64	1006.19	27.00
1549066946935	2754650.00	82.00	-5.94	7.45	2.30	-6.03	7.35	2.40	-0.84	-0.49	2.66	1006.19	22.00
1549066946989	2754072.00	82.00	-5.93	7.46	2.33	-6.02	7.36	2.40	-2.24	-0.49	0.49	1006.19	8.00
1549066947037	2758121.00	82.00	-5.89	7.43	2.32	-6.01	7.37	2.40	-1.26	-0.56	0.14	1006.19	9.00
1549066947091	2764465.00	83.00	-5.92	7.45	2.31	-6.01	7.37	2.39	-1.40	-0.84	-0.56	1006.19	37.00
1549066947139	2771999.00	83.00	-5.93	7.37	2.27	-6.01	7.37	2.39	-2.38	-0.77	-0.91	1006.19	62.00
1549066947196	2779116.00	83.00	-5.94	7.46	2.42	-6.02	7.36	2.40	-2.66	-0.21	-2.45	1006.20	17.00
1549066947242	2774048.00	83.00	-5.93	7.33	2.42	-6.03	7.35	2.42	-3.08	-0.42	-2.94	1006.20	14.00
1549066947296	2755853.00	83.00	-5.95	7.35	2.23	-6.06	7.32	2.41	-4.34	0.42	-4.62	1006.20	13.00
1549066947344	2739235.00	83.00	-6.15	7.29	2.47	-6.11	7.27	2.44	-6.58	0.21	-6.37	1006.19	13.00
1549066947398	2735450.00	83.00	-6.02	7.37	2.58	-6.12	7.26	2.47	-3.92	0.70	-3.71	1006.19	2.00
1549066947446	2739907.00	83.00	-5.86	7.53	2.57	-6.11	7.26	2.48	-1.47	1.26	-3.71	1006.19	49.00
1549066947502	2745134.00	83.00	-5.74	7.42	2.31	-6.07	7.30	2.46	1.33	-0.63	-0.07	1006.19	3.00
1549066947549	2758313.00	83.00	-5.89	7.30	2.23	-6.08	7.30	2.44	-1.96	1.61	-1.47	1006.19	33.00
1549066947603	2769377.00	83.00	-6.07	7.29	2.46	-6.11	7.27	2.45	-4.55	3.15	-2.52	1006.19	70.00
1549066947651	2784460.00	83.00	-6.26	7.38	2.64	-6.13	7.24	2.48	-4.41	0.07	-3.08	1006.19	69.00
1549066947705	2798029.00	83.00	-6.14	7.33	2.33	-6.14	7.24	2.47	-1.75	-1.54	-1.82	1006.18	25.00
1549066947754	2808073.00	83.00	-6.07	7.28	2.40	-6.14	7.23	2.47	-3.43	0.49	-0.42	1006.18	91.00
